107.48,20,93.338,59,54,284.26,82,53.74
86.267,8,96.167,41,46,284.26,104,29.698
100.41,7,96.167,61,55,284.26,109,21.213
100.41,7,96.167,61,55,284.26,76,21.213
100.41,7,96.167,61,55,284.26,49,21.213
101.82,14,89.095,61,49,284.26,63,28.284
100.41,7,96.167,61,55,284.26,110,21.213
103.24,19,107.48,58,66,284.26,82,45.255
84.853,7,103.24,45,47,284.26,81,22.627
91.924,16,104.65,49,63,284.26,90,49.497
120.21,56,93.338,77,54,284.26,64,16.971
100.41,13,89.095,53,42,284.26,74,29.698
107.48,25,77.782,64,36,284.26,99,140.01
103.24,36,101.82,56,57,284.26,58,28.284
104.65,7,80.61,57,33,284.26,88,124.45
101.82,37,106.07,58,67,284.26,79,59.397
96.167,4,108.89,59,71,284.26,61,70.711
104.65,8,90.51,65,48,284.26,66,22.627
59.397,76,131.52,25,90,284.26,67,106.07
111.72,56,69.296,62,29,284.26,77,16.971
